tripinfos [xmlns:xsi],tripinfos [xsi:noNamespaceSchemaLocation],tripinfo [arrivalLane],tripinfo [arrivalPos],tripinfo [arrivalSpeed],tripinfo [arrival],tripinfo [departDelay],tripinfo [departLane],tripinfo [departPos],tripinfo [departSpeed],tripinfo [depart],tripinfo [devices],tripinfo [duration],tripinfo [id],tripinfo [rerouteNo],tripinfo [routeLength],tripinfo [speedFactor],tripinfo [stopTime],tripinfo [timeLoss],tripinfo [vType],tripinfo [vaporized],tripinfo [waitingCount],tripinfo [waitingTime]
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,14.25,1590.00,0.50,-275095923#6_0,5.10,0.00,1518.00,tripinfo_myflow1.81 routing_myflow1.81,72.00,myflow1.81,1,541.87,1.04,0.00,9.77,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,53753726#1_0,146.92,13.47,1591.00,0.69,7547487#1_0,12.10,0.00,680.00,tripinfo_bus735 routing_bus735,911.00,bus735,1,11700.04,1.00,0.00,226.43,bus_bus,,5,70.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327038#12_0,8.91,13.41,1591.00,0.64,176640165#2_0,7.20,0.00,1363.00,tripinfo_truck2948 routing_truck2948,228.00,truck2948,1,1455.24,1.00,0.00,102.99,truck_truck,,2,63.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7329835#2_0,4.75,8.37,1593.00,0.77,829864833#3_0,5.10,0.00,1198.00,tripinfo_veh3886 routing_veh3886,395.00,veh3886,1,2905.32,1.24,0.00,170.31,veh_passenger,,3,66.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519975#3_0,8.29,7.90,1594.00,0.64,7546705#0_0,12.10,8.33,777.00,tripinfo_bus840 routing_bus840,817.00,bus840,1,9606.27,1.00,0.00,211.83,bus_bus,,6,79.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512985#5_0,21.56,9.00,1594.00,0.42,7551205#0_0,5.10,0.00,815.00,tripinfo_veh2644 routing_veh2644,779.00,veh2644,1,9937.25,1.11,0.00,248.53,veh_passenger,,9,103.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512952#3_0,52.32,7.63,1595.00,0.46,7330690#5_0,1.30,0.00,1385.00,tripinfo_truck2996 routing_truck2996,210.00,truck2996,1,1835.58,0.99,0.00,69.97,truck_truck,,4,18.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510619#8_0,51.56,8.18,1596.00,0.41,-7519975#7_0,5.10,0.00,823.00,tripinfo_veh2670 routing_veh2670,773.00,veh2670,1,9566.32,1.12,0.00,223.90,veh_passenger,,6,48.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7330343_0,223.40,7.10,1596.00,0.68,7511737#1_0,5.10,0.00,1270.00,tripinfo_veh4120 routing_veh4120,326.00,veh4120,1,2890.70,0.97,0.00,49.27,veh_passenger,,2,10.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,642941875#1_0,0.20,6.75,1596.00,0.62,7329796#4_0,5.10,0.00,1318.00,tripinfo_veh4276 routing_veh4276,278.00,veh4276,1,1553.43,1.04,0.00,103.69,veh_passenger,,3,61.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-240408220#0_0,13.68,3.03,1596.00,0.49,-7520231#0_0,5.10,0.00,1479.00,tripinfo_veh4799 routing_veh4799,117.00,veh4799,1,577.70,0.98,0.00,18.65,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519914#4_0,0.20,9.45,1596.00,0.72,-7520027#9_0,0.53,0.00,1482.00,tripinfo_veh4808 routing_veh4808,114.00,veh4808,1,823.94,1.14,0.00,17.48,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519500#4_0,19.25,7.83,1597.00,0.07,-7326756#3_0,7.07,0.00,623.00,tripinfo_bus674 routing_bus674,974.00,bus674,1,11339.69,1.00,0.00,188.71,bus_bus,,4,57.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7520086#2_0,21.49,3.51,1597.00,0.36,-7330071#0_0,5.10,0.00,802.00,tripinfo_veh2602 routing_veh2602,795.00,veh2602,1,10786.90,1.00,0.00,128.93,veh_passenger,,4,27.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-45581740#0_0,0.48,6.09,1597.00,0.85,-7513011_0,5.10,0.00,1199.00,tripinfo_veh3889 routing_veh3889,398.00,veh3889,1,3292.88,0.81,0.00,76.34,veh_passenger,,2,24.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,53753652#2_0,0.80,13.65,1597.00,0.59,201499626#2_0,5.10,0.00,1342.00,tripinfo_veh4354 routing_veh4354,255.00,veh4354,1,2709.82,1.01,0.00,43.35,veh_passenger,,1,4.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7327147#3_0,24.57,12.36,1598.00,0.27,-7327041#2_0,5.10,0.00,1346.00,tripinfo_veh4368 routing_veh4368,252.00,veh4368,1,1211.98,0.94,0.00,153.43,veh_passenger,,3,121.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546972#1_0,11.54,6.68,1598.00,0.45,7546624_0,5.10,3.38,1389.00,tripinfo_veh4507 routing_veh4507,209.00,veh4507,1,1306.83,0.81,0.00,43.13,veh_passenger,,2,15.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-176760027#6_0,106.71,8.17,1599.00,0.71,-7520106#2_0,5.10,0.00,1364.00,tripinfo_veh4425 routing_veh4425,235.00,veh4425,1,1987.52,1.09,0.00,45.01,veh_passenger,,2,8.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#1_0,10.11,10.32,1599.00,0.22,-7329832#1_0,5.10,0.00,1396.00,tripinfo_myflow5.55 routing_myflow5.55,203.00,myflow5.55,1,828.62,0.75,0.00,123.04,DEFAULT_VEHTYPE,,1,93.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7329969#11_0,3.89,7.93,1600.00,0.51,7326948#3_0,12.10,0.00,1373.00,tripinfo_bus1485 routing_bus1485,227.00,bus1485,1,1801.17,1.00,0.00,56.23,bus_bus,,2,11.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7333348#3_0,74.29,7.59,1601.00,0.04,7330849_0,5.10,0.00,867.00,tripinfo_veh2814 routing_veh2814,734.00,veh2814,1,6722.90,1.06,0.00,241.47,veh_passenger,,8,56.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519789#0_0,109.58,13.70,1602.00,0.28,7518933#5_0,12.10,0.00,1309.00,tripinfo_bus1416 routing_bus1416,293.00,bus1416,1,3311.44,1.00,0.00,31.25,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7517312#0_0,0.20,11.94,1603.00,0.51,-363027521#0_0,7.20,0.00,501.00,tripinfo_truck1083 routing_truck1083,1102.00,truck1083,1,12459.25,0.89,0.00,359.33,truck_truck,,9,195.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,81024162_0,434.11,25.21,1603.00,0.27,7333122#7_0,5.10,0.00,870.00,tripinfo_veh2823 routing_veh2823,733.00,veh2823,1,8627.38,0.91,0.00,121.46,veh_passenger,,3,25.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7331668#3_0,20.27,8.83,1603.00,0.63,7332632#2_0,5.10,0.00,1192.00,tripinfo_veh3867 routing_veh3867,411.00,veh3867,1,4165.57,1.08,0.00,110.77,veh_passenger,,2,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7330121#3_0,2.80,7.19,1603.00,0.68,7329652#0_0,5.10,0.00,1251.00,tripinfo_myflow4.17 routing_myflow4.17,352.00,myflow4.17,1,1186.59,0.91,0.00,241.65,DEFAULT_VEHTYPE,,5,198.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7516565#2_0,24.45,7.44,1604.00,0.38,7510848#4_0,5.10,0.00,1205.00,tripinfo_veh3910 routing_veh3910,399.00,veh3910,1,4096.00,0.91,0.00,78.40,veh_passenger,,1,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512761_0,15.62,8.26,1605.00,0.55,7516044#4_0,7.20,0.00,1368.00,tripinfo_truck2959 routing_truck2959,237.00,truck2959,1,1887.25,0.96,0.00,60.26,truck_truck,,3,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519908#0_0,33.82,7.41,1607.00,0.20,-7326586#4_0,7.20,13.17,503.00,tripinfo_truck1088 routing_truck1088,1104.00,truck1088,1,10825.08,0.95,0.00,535.95,truck_truck,,19,297.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,723108664_0,435.33,22.95,1607.00,0.43,-1137045202_0,5.10,8.70,1283.00,tripinfo_veh4163 routing_veh4163,324.00,veh4163,1,3593.17,1.04,0.00,60.04,veh_passenger,,2,7.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,130386874#0_0,0.20,6.87,1607.00,0.34,304435090_0,5.10,0.00,1416.00,tripinfo_veh4595 routing_veh4595,191.00,veh4595,1,1899.61,1.13,0.00,35.07,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-104970891#1_0,111.22,13.42,1608.00,0.12,7327041#2_0,5.10,0.00,506.00,tripinfo_veh1642 routing_veh1642,1102.00,veh1642,1,11128.96,1.00,0.00,519.92,veh_passenger,,18,289.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,46275499#1_0,153.23,13.40,1608.00,0.81,673456003_0,5.10,8.41,1406.00,tripinfo_veh4561 routing_veh4561,202.00,veh4561,1,1987.54,1.01,0.00,54.68,veh_passenger,,1,5.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#1_0,10.11,10.94,1608.00,8.22,-7329832#1_0,5.10,0.00,1413.00,tripinfo_myflow5.56 routing_myflow5.56,195.00,myflow5.56,1,828.62,1.04,0.00,137.30,DEFAULT_VEHTYPE,,1,91.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,73228265#4_0,5.54,13.35,1608.00,0.95,761834331#1_0,7.20,0.00,1422.00,tripinfo_truck3075 routing_truck3075,186.00,truck3075,1,1417.65,0.97,0.00,66.22,truck_truck,,2,25.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,240408197#3_0,16.60,4.17,1609.00,0.17,1077470381#4_0,5.10,0.00,344.00,tripinfo_veh1116 routing_veh1116,1265.00,veh1116,1,13447.32,1.02,0.00,480.95,veh_passenger,,13,256.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7516595#0_0,70.06,7.33,1609.00,0.11,7515970#1_0,5.10,0.00,1413.00,tripinfo_veh4586 routing_veh4586,196.00,veh4586,1,1346.86,0.99,0.00,74.09,veh_passenger,,1,52.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-158182429#6_0,11.15,8.02,1610.00,0.60,7329573#8_0,0.20,0.00,508.00,tripinfo_bus549 routing_bus549,1102.00,bus549,1,10300.00,1.00,0.00,539.31,bus_bus,,15,319.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-773839598_0,42.86,7.72,1611.00,0.29,7546541#0_0,5.10,13.86,317.00,tripinfo_veh1028 routing_veh1028,1294.00,veh1028,1,14853.17,1.00,0.00,490.64,veh_passenger,,9,298.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,509963003_0,26.02,14.45,1611.00,0.32,7517184#3_0,0.20,0.00,533.00,tripinfo_veh1729 routing_veh1729,1078.00,veh1729,1,8125.13,1.17,0.00,573.55,veh_passenger,,16,391.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7331874_0,23.94,8.00,1612.00,0.28,7546296_0,12.10,8.33,394.00,tripinfo_bus426 routing_bus426,1218.00,bus426,1,14490.76,1.00,0.00,407.87,bus_bus,,10,205.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519818#2_0,15.80,3.79,1612.00,0.78,7327036#0_0,9.03,13.89,547.00,tripinfo_bus591 routing_bus591,1065.00,bus591,1,13225.24,1.00,0.00,190.83,bus_bus,,3,13.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511796#13_0,0.36,8.42,1612.00,0.60,-7515971#0_0,5.10,0.00,1334.00,tripinfo_veh4328 routing_veh4328,278.00,veh4328,1,2157.80,1.09,0.00,94.09,veh_passenger,,3,60.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327147#4_0,61.36,12.71,1613.00,0.10,-201499626#1_0,12.10,0.00,721.00,tripinfo_bus780 routing_bus780,892.00,bus780,1,5878.95,1.00,0.00,429.15,bus_bus,,7,313.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-150447633#6_0,49.10,7.82,1614.00,0.05,-7549021#6_0,5.25,0.00,635.00,tripinfo_bus687 routing_bus687,979.00,bus687,1,12602.09,1.00,0.00,214.30,bus_bus,,5,59.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7513026#1_0,8.58,7.76,1614.00,0.70,-7546904#13_0,12.10,0.00,668.00,tripinfo_bus722 routing_bus722,946.00,bus722,1,11295.40,1.00,0.00,135.61,bus_bus,,2,6.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512953#6_0,0.34,5.80,1614.00,0.49,-7330071#1_0,5.10,7.26,1235.00,tripinfo_veh4007 routing_veh4007,379.00,veh4007,1,2798.35,0.91,0.00,90.50,veh_passenger,,4,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329725#7_0,29.34,6.29,1614.00,1.00,7327147#0_0,5.10,0.00,1342.00,tripinfo_myflow3.49 routing_myflow3.49,272.00,myflow3.49,1,1727.56,0.87,0.00,55.61,DEFAULT_VEHTYPE,,2,14.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,59306576#0_0,13.93,11.57,1615.00,0.24,-907876906#3_0,2.32,6.60,353.00,tripinfo_veh1145 routing_veh1145,1262.00,veh1145,1,13204.34,0.79,0.00,392.93,veh_passenger,,12,207.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546429#0_0,14.44,7.92,1615.00,0.03,-7519536_0,5.10,0.00,1233.00,tripinfo_veh4002 routing_veh4002,382.00,veh4002,1,4251.70,0.98,0.00,130.56,veh_passenger,,5,59.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519795#0_0,19.47,3.78,1616.00,0.97,-7546185#2_0,12.10,0.00,1440.00,tripinfo_bus1557 routing_bus1557,176.00,bus1557,1,1901.66,1.00,0.00,28.41,bus_bus,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,89708113#2_0,55.30,9.34,1618.00,0.61,7511684#1_0,5.10,0.00,1204.00,tripinfo_veh3906 routing_veh3906,414.00,veh3906,1,3919.54,1.15,0.00,142.87,veh_passenger,,6,31.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,375388203#0_0,21.33,9.94,1618.00,0.31,7511658#1_0,12.10,0.00,1285.00,tripinfo_bus1390 routing_bus1390,333.00,bus1390,1,2389.46,1.00,0.00,130.01,bus_bus,,5,64.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,10.87,1619.00,0.00,-275095923#6_0,5.10,0.00,1535.00,tripinfo_myflow1.82 routing_myflow1.82,84.00,myflow1.82,1,541.87,0.85,0.00,8.96,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7333017_0,39.71,7.93,1620.00,0.86,7510601#3_0,1.39,0.00,1309.00,tripinfo_veh4246 routing_veh4246,311.00,veh4246,1,2790.06,1.04,0.00,56.88,veh_passenger,,1,6.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510458#7_0,102.90,7.29,1621.00,0.11,918036239_0,1.59,0.00,1352.00,tripinfo_veh4388 routing_veh4388,269.00,veh4388,1,2201.24,0.99,0.00,77.76,veh_passenger,,3,34.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7517406#0_2,101.95,6.80,1621.00,0.02,497834001_2,5.10,0.00,1367.00,tripinfo_veh4437 routing_veh4437,254.00,veh4437,1,1881.12,1.07,0.00,128.25,veh_passenger,,6,69.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7547140#5_0,22.63,6.31,1621.00,0.18,309044276#0_0,5.10,0.00,1479.00,tripinfo_veh4800 routing_veh4800,142.00,veh4800,1,1579.98,0.90,0.00,22.92,veh_passenger,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-723115167#7_0,65.62,14.38,1621.00,0.79,-7512973#5_0,0.32,0.00,1426.00,tripinfo_truck3084 routing_truck3084,195.00,truck3084,1,1916.22,1.06,0.00,32.89,truck_truck,,1,7.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,13.05,1622.00,0.50,-275095923#6_0,5.10,0.00,1553.00,tripinfo_myflow1.83 routing_myflow1.83,69.00,myflow1.83,1,541.87,1.03,0.00,6.79,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7331624#2_0,13.80,6.58,1623.00,0.43,7510677#0_0,5.10,0.00,868.00,tripinfo_veh2816 routing_veh2816,755.00,veh2816,1,8241.54,0.85,0.00,114.18,veh_passenger,,1,38.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512884#16_0,12.79,9.25,1623.00,0.19,1027708507_0,4.09,0.00,1353.00,tripinfo_veh4391 routing_veh4391,270.00,veh4391,1,2662.71,1.17,0.00,69.63,veh_passenger,,1,24.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329725#7_0,29.34,6.87,1623.00,0.00,7327147#0_0,5.10,0.00,1350.00,tripinfo_myflow3.50 routing_myflow3.50,273.00,myflow3.50,1,1727.56,1.03,0.00,91.31,DEFAULT_VEHTYPE,,3,22.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7330779#2_0,4.05,8.13,1623.00,0.70,7511619#1_0,3.03,0.00,1437.00,tripinfo_veh4662 routing_veh4662,186.00,veh4662,1,2010.76,1.04,0.00,34.06,veh_passenger,,2,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511790_0,57.84,7.81,1624.00,0.41,7510987#0_0,5.10,8.78,1238.00,tripinfo_veh4017 routing_veh4017,386.00,veh4017,1,3998.60,1.05,0.00,86.99,veh_passenger,,2,30.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7332117#4_0,47.91,7.91,1625.00,0.93,7546677#1_0,5.10,0.00,354.00,tripinfo_veh1146 routing_veh1146,1271.00,veh1146,1,15859.55,1.05,0.00,426.48,veh_passenger,,8,233.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7326679#5_0,24.31,8.31,1626.00,0.60,-981235102_0,12.10,8.33,630.00,tripinfo_bus681 routing_bus681,996.00,bus681,1,7566.62,1.00,0.00,371.77,bus_bus,,13,202.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512986#1_0,8.50,7.80,1626.00,0.28,89708109#0_0,5.10,8.62,1285.00,tripinfo_veh4170 routing_veh4170,341.00,veh4170,1,2697.55,1.03,0.00,120.76,veh_passenger,,4,66.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329725#7_0,29.34,9.29,1627.00,0.00,7327147#0_0,5.10,0.00,1359.00,tripinfo_myflow3.51 routing_myflow3.51,268.00,myflow3.51,1,1727.56,1.16,0.00,106.79,DEFAULT_VEHTYPE,,4,15.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546322_0,19.57,8.52,1628.00,0.09,7330156#0_0,5.10,0.00,831.00,tripinfo_veh2697 routing_veh2697,797.00,veh2697,1,12256.66,1.10,0.00,187.99,veh_passenger,,3,58.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7551256#6_0,8.95,8.17,1628.00,0.09,231023079#0_0,12.10,0.00,1282.00,tripinfo_bus1387 routing_bus1387,346.00,bus1387,1,3454.05,1.00,0.00,89.41,bus_bus,,2,30.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7518960#0_0,37.23,17.05,1629.00,0.19,7331897#0_0,5.10,0.00,328.00,tripinfo_veh1064 routing_veh1064,1301.00,veh1064,1,13930.21,1.03,0.00,522.26,veh_passenger,,11,285.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510851#0_0,9.86,8.13,1629.00,0.82,-7547216#0_0,12.10,0.00,755.00,tripinfo_bus816 routing_bus816,874.00,bus816,1,10168.13,1.00,0.00,132.16,bus_bus,,3,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7332923_0,57.27,7.66,1629.00,0.72,-7510625#10_0,5.10,0.00,1356.00,tripinfo_veh4399 routing_veh4399,273.00,veh4399,1,2487.31,0.99,0.00,33.52,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,240411228_0,19.37,12.94,1629.00,0.91,-7546201#3_0,0.47,0.00,1391.00,tripinfo_truck3008 routing_truck3008,238.00,truck3008,1,2916.20,0.96,0.00,51.75,truck_truck,,1,11.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519524#3_0,6.80,16.12,1630.00,0.40,7551262#17_0,5.10,0.00,526.00,tripinfo_veh1706 routing_veh1706,1104.00,veh1706,1,7463.72,0.97,0.00,526.11,veh_passenger,,10,393.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-233357261#6_0,57.81,7.76,1630.00,0.32,-7546485#3_0,12.10,8.33,663.00,tripinfo_bus717 routing_bus717,967.00,bus717,1,7529.33,1.00,0.00,500.26,bus_bus,,6,390.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-57384647#7_0,8.55,8.52,1630.00,0.38,-142386727_0,5.10,8.60,1262.00,tripinfo_veh4095 routing_veh4095,368.00,veh4095,1,4681.90,1.03,0.00,64.98,veh_passenger,,1,5.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7547083_0,85.70,3.88,1631.00,0.28,-820360049_0,5.10,0.00,805.00,tripinfo_veh2612 routing_veh2612,826.00,veh2612,1,10449.89,1.17,0.00,227.25,veh_passenger,,3,74.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,589524477#1_0,26.69,7.53,1631.00,0.54,7333520#0_0,5.10,0.00,1256.00,tripinfo_veh4075 routing_veh4075,375.00,veh4075,1,4076.21,0.93,0.00,61.29,veh_passenger,,2,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329725#7_0,29.34,7.94,1632.00,0.00,7327147#0_0,5.10,0.00,1368.00,tripinfo_myflow3.52 routing_myflow3.52,264.00,myflow3.52,1,1727.56,1.03,0.00,81.77,DEFAULT_VEHTYPE,,2,28.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1233812344#1_0,49.33,4.65,1632.00,0.01,7520137#1_0,5.10,0.00,1432.00,tripinfo_veh4648 routing_veh4648,200.00,veh4648,1,1632.98,1.12,0.00,22.47,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,242843406#1_1,78.67,16.14,1633.00,0.71,-7519776#0_0,5.10,0.00,1307.00,tripinfo_veh4240 routing_veh4240,326.00,veh4240,1,3682.56,0.97,0.00,127.60,veh_passenger,,6,70.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7520102#1_0,9.80,8.46,1633.00,0.65,-7519675#3_0,5.10,4.47,1412.00,tripinfo_veh4581 routing_veh4581,221.00,veh4581,1,1911.27,1.07,0.00,37.69,veh_passenger,,2,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,15.43,1633.00,0.00,-275095923#6_0,5.10,0.00,1570.00,tripinfo_myflow1.84 routing_myflow1.84,63.00,myflow1.84,1,541.87,1.14,0.00,6.84,DEFAULT_VEHTYPE,,0,0.00
